주차장관리번호,주차장명,주차장구분,주차장유형,소재지도로명주소,소재지지번주소,주차구획수,급지구분,부제시행구분,운영요일,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,요금정보,주차기본시간,주차기본요금,추가단위시간,추가단위요금,1일주차권요금적용시간,1일주차권요금,월정기권요금,결제방법,특기사항,관리기관명,전화번호,위도,경도,데이터기준일자,제공기관코드,제공기관명
308-2-000091,진목마을 주차장,공영,노외,전라북도 익산시 함라면 진목1길 13-7,전라북도 익산시 함라면 신목리 333-21,19,4,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,,,,,,,,전라북도 익산시청,063-856-3876,36.02018,126.9023188,2019-06-28,6450000,전라북도
308-2-000094,행동마을 주차장,공영,노외,전라북도 익산시 함라면 행동길 15-1,전라북도 익산시 함라면 함열리 264-3,60,2,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,,,,,,,,전라북도 익산시청,063-859-5973,36.057828,126.909419,2019-06-28,6450000,전라북도
308-2-000092,회룡마을 주차장,공영,노외,전라북도 익산시 함라면 회룡길 77,전라북도 익산시 함라면 다망리 423-5,75,1,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,,,,,,,,전라북도 익산시청,063-856-9436,36.024652,126.9124325,2019-06-28,6450000,전라북도
308-2-000100,석치마을 주차장,공영,노외,전라북도 익산시 함열읍 석매석치길 86,전라북도 익산시 함열읍 석매리 873-1,50,2,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,,,,,,,,전라북도 익산시청,063-861-1290,36.0576873,126.956127,2019-06-28,6450000,전라북도
308-2-000101,정동마을 주차장,공영,노외,전라북도 익산시 함열읍 정동길 31,전라북도 익산시 함열읍 와리 1217-5,12,4,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,,,,,,,,전라북도 익산시청,063-862-0824,36.071062,126.963721,2019-06-28,6450000,전라북도
308-2-000099,학선마을 주차장,공영,노외,전라북도 익산시 함열읍 학선길 6,전라북도 익산시 함열읍 흘산리 286-12,15,4,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,,,,,,,,전라북도 익산시청,063-862-7259,36.054143,126.9739362,2019-06-28,6450000,전라북도
308-1-000027,함열교회 주차장,공영,노상,전라북도 익산시 함열읍 함열2길 18,전라북도 익산시 함열읍 와리 564,45,2,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,,,,,,,,전라북도 익산시청,063-862-9192,36.080657,126.960242,2019-06-28,6450000,전라북도
308-2-000102,상시중마을 주차장,공영,노외,전라북도 익산시 함열읍 함열7길 33,전라북도 익산시 함열읍 와리 233-3,10,4,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,,,,,,,,전라북도 익산시청,063-862-6023,36.080778,126.96477,2019-06-28,6450000,전라북도
308-2-000104,구자마을 주차장,공영,노외,전라북도 익산시 황등면 구자길 87,전라북도 익산시 황등면 구자리 81-1,30,4,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,,,,,,,,전라북도 익산시청,063-858-2742,36.0418987,126.9258424,2019-06-28,6450000,전라북도
308-2-000105,무동마을 주차장,공영,노외,전라북도 익산시 황등면 무동길 13-1,전라북도 익산시 황등면 구자리 398,26,3,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,,,,,,,,전라북도 익산시청,063-857-6317,36.0360131,126.9227787,2019-06-28,6450000,전라북도
308-2-000106,백길마을 주차장,공영,노외,전라북도 익산시 황등면 백길 17,전라북도 익산시 황등면 황등리 1084-4,20,4,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,,,,,,,,전라북도 익산시청,063-856-5966,35.99633917,126.9420902,2019-06-28,6450000,전라북도
308-2-000103,원신기마을 주차장,공영,노외,전라북도 익산시 황등면 원신기길 72,전라북도 익산시 황등면 신기리 280-21,18,4,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,,,,,,,,전라북도 익산시청,063-856-4948,35.995184,126.9338147,2019-06-28,6450000,전라북도
308-2-000107,보삼마을 주차장,공영,노외,전라북도 익산시 황등면 황등5길 18-5,전라북도 익산시 황등면 황등리 355-4,7,4,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,,,,,,,,전라북도 익산시청,063-856-5471,36.000451,126.946445,2019-06-28,6450000,전라북도
316-1-000001,임실무료공영주차장,공영,노상,전라북도 임실군 임실읍 중동로 11,전라북도 임실군 이도리 651-1,64,1,미시행,평일+토요일+공휴일,12:00,0:00,12:00,0:00,12:00,0:00,무료,24,0,0,0,0,0,0,무료,,전라북도 임실군청,063-640-2575,35.612749,127.2797032,2019-06-28,6450000,전라북도
315-2-000020,계남공영주차장,공영,노외,전라북도 장수군 계남면 장수로 3071,전라북도 장수군 계남면 화음리 968-1,21,2,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,,,,,,,,전라북도 장수군,063-0350-2364,35.7029432,127.5775982,2019-06-28,6450000,전라북도
315-2-000021,장계시장앞주차장,공영,노외,전라북도 장수군 계남면 호덕리 560-3,전라북도 장수군 계남면 호덕리 560-3,45,2,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,,,,,,,,전라북도 장수군,063-0350-2364,35.728503,127.581106,2019-06-28,6450000,전라북도
315-2-000022,계북공영주차장,공영,노외,전라북도 장수군 계북면 장무로 1003-3,전라북도 장수군 계북면 어전리 865-11,14,2,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,,,,,,,,전라북도 장수군,063-0350-2364,35.785239,127.6134324,2019-06-28,6450000,전라북도
315-2-000010,봉화산 주차장,공영,노외,전라북도 장수군 번암면 노단리 125-6,전라북도 장수군 번암면 노단리 125-6,43,2,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,,,,,,,,전라북도 장수군,063-0350-2364,35.527019,127.562986,2019-06-28,6450000,전라북도
315-2-000009,산서공영주차장,공영,노외,전라북도 장수군 산서면 동화리 162-6,전라북도 장수군 산서면 동화리 162-6,54,2,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,,,,,,,,전라북도 장수군,063-0350-2364,35.584314,127.39519,2019-06-28,6450000,전라북도
315-2-000013,대곡호망향동산주차장,공영,노외,전라북도 장수군 장계면 대곡리 297-7,전라북도 장수군 장계면 대곡리 297-7,19,2,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,,,,,,,,전라북도 장수군,063-0350-2364,35.696687,127.621431,2019-06-28,6450000,전라북도
315-2-000014,무령고개장안산주차장,공영,노외,전라북도 장수군 장계면 의암로 19,전라북도 장수군 장계면 대곡리 산92-10,29,2,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,,,,,,,,전라북도 장수군,063-0350-2364,35.643991,127.616232,2019-06-28,6450000,전라북도
315-2-000017,만남의광장주차장,공영,노외,전라북도 장수군 장계면 장계리 346,전라북도 장수군 장계리 350-5,20,1,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,,,,,,,,전라북도 장수군,063-0350-2364,35.731675,127.583402,2019-06-28,6450000,전라북도
315-2-000011,장계공영주차장,공영,노외,전라북도 장수군 장계면 장계리 347-3,전라북도 장수군 장계면 장계리 346,57,2,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,,,,,,,,전라북도 장수군,063-0350-2364,35.732259,127.583787,2019-06-28,6450000,전라북도
315-2-000015,다목적광장주차장,공영,노외,전라북도 장수군 장계면 장계리 484-15,전라북도 장수군 장계리 484-15,35,2,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,,,,,,,,전라북도 장수군,063-0350-2364,35.728684,127.581035,2019-06-28,6450000,전라북도
315-2-000012,장계천변주차장,공영,노외,전라북도 장수군 장계면 장계리 491-2,전라북도 장수군 장계면 장계리 491-2,210,1,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,,,,,,,,전라북도 장수군,063-0350-2364,35.730032,127.581699,2019-06-28,6450000,전라북도
315-2-000016,터미널주변 생태주차장,공영,노외,전라북도 장수군 장계면 장계천변길 39-3,전라북도 장수군 장계리 290-4,48,1,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,,,,,,,,전라북도 장수군,063-0350-2364,35.7303035,127.5816931,2019-06-28,6450000,전라북도
315-2-000003,노하숲주차장,공영,노외,전라북도 장수군 장수읍 노하리 399,전라북도 장수군 장수읍 노하리 399,43,1,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,,,,,,,,전라북도 장수군,063-0350-2364,35.653573,127.515683,2019-06-28,6450000,전라북도
315-2-000002,노하마을주차장,공영,노외,전라북도 장수군 장수읍 노하리 877,전라북도 장수군 장수읍 노하리 877,28,1,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,,,,,,,,전라북도 장수군,063-0350-2364,35.651437,127.51502,2019-06-28,6450000,전라북도
315-2-000007,장수시장주차장,공영,노외,전라북도 장수군 장수읍 시장로 8,전라북도 장수군 장수읍 장수리 452-4,29,1,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,,,,,,,,전라북도 장수군,063-0350-2364,35.649787,127.518538,2019-06-28,6450000,전라북도
315-2-000006,우체국앞주차장,공영,노외,전라북도 장수군 장수읍 싸리재로 6,전라북도 장수군 장수읍 장수리 456-8,32,1,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,,,,,,,,전라북도 장수군,063-0350-2364,35.64903024,127.5194016,2019-06-28,6450000,전라북도
315-1-000008,장수경찰서옆주차장,공영,노상,전라북도 장수군 장수읍 장수리 705-27,전라북도 장수군 장수읍 장수리 705-27,27,2,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,,,,,,,,전라북도 장수군,063-0350-2364,35.646796,127.517196,2019-06-28,6450000,전라북도
315-2-000001,의암공원입구주차장,공영,노외,전라북도 장수군 장수읍 장천로 124,전라북도 장수군 장수읍 두산리 728-40,6,2,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,,,,,,,,전라북도 장수군,063-0350-2364,35.64331311,127.517598,2019-06-28,6450000,전라북도
315-1-000001,천변주차장,공영,노상,전라북도 장수군 장수읍 호비로 10,전라북도 장수군 장수읍 장수리 210-5,67,2,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,,,,,,,,전라북도 장수군,063-0350-2364,35.64782362,127.5208204,2019-06-28,6450000,전라북도
306-2-000059,하가지구 리드빌딩,공영,노외,전라북도 전주시 덕진구 가련산로 20,전라북도 전주시 덕진구 덕진동2가 694-1,28,2,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,,,,,,,,전라북도 전주시 전주시설관리공단,063-239-2614,35.841311,127.111283,2019-06-28,6450000,전라북도
306-2-000067,하가지구 풍경안경원 옆,공영,노외,전라북도 전주시 덕진구 가리내10길 12-1,전라북도 전주시 덕진구 덕진동 677-7,28,2,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,,,,,,,,전라북도 전주시 전주시설관리공단,063-239-2614,35.8421883,127.110542,2019-06-28,6450000,전라북도
306-2-000060,하가지구 소소빌딩뒤,공영,노외,전라북도 전주시 덕진구 가리내3길 16-1,전라북도 전주시 덕진구 덕진동2가 654-8,27,2,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,,,,,,,,전라북도 전주시 전주시설관리공단,063-239-2614,35.846689,127.109772,2019-06-28,6450000,전라북도
306-2-000066,하가지구 초담불고기 뒤,공영,노외,전라북도 전주시 덕진구 가리내5길 19,전라북도 전주시 덕진구 덕진동2가 663-1,29,2,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,,,,,,,,전라북도 전주시 전주시설관리공단,063-239-2614,35.846001,127.110478,2019-06-28,6450000,전라북도
306-2-000065,하가지구 하가홈마트 뒤,공영,노외,전라북도 전주시 덕진구 가리내8길 19,전라북도 전주시 덕진구 덕진동 669-8,28,2,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,,,,,,,,전라북도 전주시 전주시설관리공단,063-239-2614,35.843264,127.1097,2019-06-28,6450000,전라북도
306-3-000010,실내체육관,공영,부설,전라북도 전주시 덕진구 권삼득로 308,전라북도 전주시 덕진구 덕진동1가 664-14,150,2,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,혼합,30,500,15,250,,240,,현금,"경차, 장애인, 저공해, 다자녀, 전주시 장기기증 등록증, 전주시 의사상자 증서, 전주시 병역명문가증 50할인, 국가보훈대상자 면제",전라북도 전주시 전주시설관리공단,063-239-2768,35.84420741,127.1292618,2019-06-28,6450000,전라북도
306-3-000076,덕진공원,공영,부설,전라북도 전주시 덕진구 권삼득로 390,전라북도 전주시 덕진구 덕진동1가 1316-2,70,2,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,,,,,,,,전라북도 전주시 전주시설관리공단,063-239-2614,35.8480368,127.1222124,2019-06-28,6450000,전라북도
306-2-000026,무진장방면 만남의광장,공영,노외,전라북도 전주시 덕진구 금상길 27,전라북도 전주시 덕지구 산정동 326-4,75,2,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,,,,,,,,전라북도 전주시 전주시설관리공단,063-239-2614,35.84209,127.1759196,2019-06-28,6450000,전라북도
306-3-000073,월드컵경기장,공영,부설,전라북도 전주시 덕진구 기린대로 1055,전라북도 전주시 덕진구 반월동 763-1,4,3,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,,,,,,,,전라북도 전주시 전주시설관리공단,063-239-2614,35.8680573,127.0645192,2019-06-28,6450000,전라북도
306-3-000009,종합경기장,공영,부설,전라북도 전주시 덕진구 기린대로 451,전라북도 전주시 덕진구 덕진동1가 1220,638,2,미시행,평일+토요일+공휴일,7:00,23:00,0:00,0:00,0:00,0:00,혼합,30,500,15,250,,240,,현금,"경차, 장애인, 저공해, 다자녀, 전주시 장기기증 등록증, 전주시 의사상자 증서, 전주시 병역명문가증 50할인, 국가보훈대상자 면제",전라북도 전주시 전주시설관리공단,063-239-2768,35.8382206,127.125162,2019-06-28,6450000,전라북도
306-2-000015,가련산,공영,노외,전라북도 전주시 덕진구 기린대로 535,전라북도 전주시 덕진구 덕진동2가 224-3,40,3,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,,,,,,,,전라북도 전주시 전주시설관리공단,063-239-2614,35.845469,127.120302,2019-06-28,6450000,전라북도
306-2-000002,덕진광장,공영,노외,전라북도 전주시 덕진구 덕진광장로 3,전라북도 전주시 덕진구 덕진동1가 1278-1,33,1,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,유료,30,600,15,300,,300,,신용카드,"경차, 장애인, 저공해, 다자녀, 전주시 장기기증 등록증, 전주시 의사상자 증서, 전주시 병역명문가증 50할인, 국가보훈대상자 면제",전라북도 전주시 전주시설관리공단,063-239-2768,35.844154,127.12418,2019-06-28,6450000,전라북도
306-2-000062,송천2동 주민자치센터,공영,노외,전라북도 전주시 덕진구 두간22길 5,전라북도 전주시 덕진구 송천동1가 830-1,17,2,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,,,,,,,,전라북도 전주시 전주시설관리공단,063-239-2614,35.829393,127.134326,2019-06-28,6450000,전라북도
306-2-000064,송천2동공원,공영,노외,전라북도 전주시 덕진구 두간5길 9,전라북도 전주시 덕진구 송천동1가 816-2,13,2,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,,,,,,,,전라북도 전주시 전주시설관리공단,063-239-2614,35.864516,127.118132,2019-06-28,6450000,전라북도
306-2-000031,인후2동금평,공영,노외,전라북도 전주시 덕진구 명주1길 9,전라북도 전주시 덕진구 인후동2가 1537-2,26,2,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,,,,,,,,전라북도 전주시 전주시설관리공단,063-239-2614,35.8430137,127.1453213,2019-06-28,6450000,전라북도
306-2-000022,아중지구 산림청 옆,공영,노외,전라북도 전주시 덕진구 무삼지2길 7,전라북도 전주시 덕진구 인후동1가 907-2,62,2,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,,,,,,,,전라북도 전주시 전주시설관리공단,063-239-2614,35.82633,127.16261,2019-06-28,6450000,전라북도
306-2-000032,인후2동건지,공영,노외,전라북도 전주시 덕진구 백동로 14-7,전라북도 전주시 덕진구 인후동2가 1559-16,26,2,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,,,,,,,,전라북도 전주시 전주시설관리공단,063-239-2614,35.8466072,127.14822,2019-06-28,6450000,전라북도
306-2-000027,군산.익산 만남의광장,공영,노외,전라북도 전주시 덕진구 번영로 453,전라북도 전주시 덕진구 용정동 50-1,52,2,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,,,,,,,,전라북도 전주시 전주시설관리공단,063-239-2614,35.875,127.056677,2019-06-28,6450000,전라북도
306-2-000053,우아2동 아중택지개발지구,공영,노외,전라북도 전주시 덕진구 산정1길 18,전라북도 전주시 덕진구 산정동 862,80,2,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,,,,,,,,전라북도 전주시 전주시설관리공단,063-239-2614,35.837556,127.168407,2019-06-28,6450000,전라북도
306-2-000011,동물원,공영,노외,전라북도 전주시 덕진구 소리로 68,전라북도 전주시 덕진구 덕진동1가 72,840,2,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,혼합,0,0,,,,,,현금,"경차, 장애인, 저공해, 다자녀, 전주시 장기기증 등록증, 전주시 의사상자 증서, 전주시 병역명문가증 50할인, 국가보훈대상자 면제",전라북도 전주시 전주시설관리공단,063-239-2768,35.8561,127.144653,2019-06-28,6450000,전라북도
306-2-000061,송천1동 송천도서관,공영,노외,전라북도 전주시 덕진구 솔내로 212,전라북도 전주시 덕진구 송천동2가 292,34,2,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,,,,,,,,전라북도 전주시 전주시설관리공단,063-239-2614,35.869365,127.128111,2019-06-28,6450000,전라북도
306-2-000063,송천2동 용소초교,공영,노외,전라북도 전주시 덕진구 송천3길 30-34,전라북도 전주시 덕진구 송천동1가 844-9,17,2,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,,,,,,,,전라북도 전주시 전주시설관리공단,063-239-2614,35.86136,127.1180147,2019-06-28,6450000,전라북도
306-2-000003,건산천1,공영,노외,전라북도 전주시 덕진구 숲정이5길 7,전라북도 전주시 덕진구 진북동 434-34,78,2,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,혼합,30,500,15,250,,240,,현금,"경차, 장애인, 저공해, 다자녀, 전주시 장기기증 등록증, 전주시 의사상자 증서, 전주시 병역명문가증 50할인, 국가보훈대상자 면제",전라북도 전주시 전주시설관리공단,063-239-2768,35.831874,127.1348123,2019-06-28,6450000,전라북도
306-2-000069,인후공원,공영,노외,전라북도 전주시 덕진구 안덕원3길 10,전라북도 전주시 덕진구 우아동3가 산111-3,64,2,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,,,,,,,,전라북도 전주시 전주시설관리공단,063-239-2614,35.84341911,127.163767,2019-06-28,6450000,전라북도
306-2-000068,하가지구 나그네교회 앞,공영,노외,전라북도 전주시 덕진구 연화길 19,전라북도 전주시 덕진구 덕진동 653-1,29,2,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,,,,,,,,전라북도 전주시 전주시설관리공단,063-239-2614,35.853438,127.131618,2019-06-28,6450000,전라북도
306-2-000072,송천2동 시영아파트 옆,공영,노외,전라북도 전주시 덕진구 와룡로 97-14,전라북도 전주시 덕진구 송천동2가 1257,170,2,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,,,,,,,,전라북도 전주시 전주시설관리공단,063-239-2614,35.868255,127.113119,2019-06-28,6450000,전라북도
306-2-000024,호성동 만남의광장,공영,노외,전라북도 전주시 덕진구 완주로 6,전라북도 전주시 덕진구 호성동2가 631-12,30,2,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,,,,,,,,전라북도 전주시 전주시설관리공단,063-239-2614,35.867441,127.147521,2019-06-28,6450000,전라북도
306-2-000054,우아1동 홈플러스 뒤,공영,노외,전라북도 전주시 덕진구 우아1길 26,전라북도 전주시 덕진구 우아동3가 747-10,88,2,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,,,,,,,,전라북도 전주시 전주시설관리공단,063-239-2614,35.848066,127.154326,2019-06-28,6450000,전라북도
306-2-000025,우아1동 공영주차장,공영,노외,전라북도 전주시 덕진구 우아4길 6,전라북도 전주시 덕진구 우아동3가 746-4,28,2,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,,,,,,,,전라북도 전주시 전주시설관리공단,063-239-2614,35.8493129,127.1573228,2019-06-28,6450000,전라북도
306-2-000020,아중지구 부영APT옆,공영,노외,전라북도 전주시 덕진구 인교6길 13,전라북도 전주시 덕진구 우아동1가 1098-9,88,2,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,,,,,,,,전라북도 전주시 전주시설관리공단,063-239-2614,35.825419,127.171632,2019-06-28,6450000,전라북도
306-2-000019,아중지구 롯데APT옆,공영,노외,전라북도 전주시 덕진구 정언신로 151,전라북도 전주시 덕진구 우아동2가 889,70,2,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,,,,,,,,전라북도 전주시 전주시설관리공단,063-239-2614,35.831586,127.1706162,2019-06-28,6450000,전라북도
306-2-000021,아중지구 밀레니엄 옆,공영,노외,전라북도 전주시 덕진구 정언신로 178,전라북도 전주시 덕진구 우아동2가 920-1,73,1,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,,,,,,,,전라북도 전주시 전주시설관리공단,063-239-2614,35.8314975,127.172963,2019-06-28,6450000,전라북도
306-2-000028,인후3동 진버들,공영,노외,전라북도 전주시 덕진구 진버들5길 15,전라북도 전주시 덕진구 인후동1가 807-6,106,2,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,,,,,,,,전라북도 전주시 전주시설관리공단,063-239-2614,35.836196,127.164735,2019-06-28,6450000,전라북도
306-2-000004,건산천2,공영,노외,전라북도 전주시 덕진구 태진로 125-22,전라북도 전주시 덕진구 금암동 456-12,68,2,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,혼합,30,500,15,250,,240,,현금,"경차, 장애인, 저공해, 다자녀, 전주시 장기기증 등록증, 전주시 의사상자 증서, 전주시 병역명문가증 50할인, 국가보훈대상자 면제",전라북도 전주시 전주시설관리공단,063-239-2768,35.8328661,127.1347648,2019-06-28,6450000,전라북도
306-2-000030,인후1동안골,공영,노외,전라북도 전주시 덕진구 팽나무4길 11,전라북도 전주시 덕진구 인후동1가 781-7,32,2,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,,,,,,,,전라북도 전주시 전주시설관리공단,063-239-2614,35.8355004,127.154604,2019-06-28,6450000,전라북도
305-2-000018,신일강변APT옆,공영,노외,전라북도 전주시 완산구 강변로 98,전라북도 전주시 완산구 삼천동1가 723-4,48,2,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,,,,,,,,전라북도 전주시 전주시설관리공단,063-239-2614,35.79998774,127.1115246,2019-06-28,6450000,전라북도
305-2-000070,서신동 에덴교회,공영,노외,전라북도 전주시 완산구 고사평1길 3,전라북도 전주시 완산구 서신동 944-2,28,2,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,,,,,,,,전라북도 전주시 전주시설관리공단,063-239-2614,35.834471,127.109046,2019-06-28,6450000,전라북도
305-2-000033,남노송동,공영,노외,전라북도 전주시 완산구 관산3길 17-6,전라북도 전주시 완산구 남노송동 517-65,24,2,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,무료,0,0,,,,,,,,전라북도 전주시 전주시설관리공단,063-239-2614,35.81218,127.119796,2019-06-28,6450000,전라북도
305-2-000012,한옥마을1,공영,노외,전라북도 전주시 완산구 기린대로 99,전라북도 전주시 완산구 남노송동 100-1,301,기타,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,유료,30,1000,15,500,,360,,현금+ 신용,"경차, 장애인, 저공해, 다자녀, 전주시 장기기증 등록증, 전주시 의사상자 증서, 전주시 병역명문가증 50할인, 국가보훈대상자 면제",전라북도 전주시 전주시설관리공단,063-239-2768,35.81859,127.153967,2019-06-28,6450000,전라북도
305-1-000008,한옥마을노상,공영,노상,전라북도 전주시 완산구 기린대로 99,전라북도 전주시 완산구 남노송동 100-1,245,기타,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,혼합,30,1000,15,500,,360,,현금+ 신용,"경차, 장애인, 저공해, 다자녀, 전주시 장기기증 등록증, 전주시 의사상자 증서, 전주시 병역명문가증 50할인, 국가보훈대상자 면제",전라북도 전주시 전주시설관리공단,063-288-9832,35.81859,127.153967,2019-06-28,6450000,전라북도
305-2-000009,노송천,공영,노외,전라북도 전주시 완산구 노송여울길 114,전라북도 전주시 완산구 서노송동 655-1,68,1,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,유료,30,600,15,300,300,6000,45000,신용카드,"경차, 장애인, 저공해, 다자녀, 전주시 장기기증 등록증, 전주시 의사상자 증서, 전주시 병역명문가증 50퍼센트 할인, 국가보훈대상자 면제(1일3시간이내,초과분 50퍼센트 경감)",전라북도 전주시 전주시설관리공단,063-239-2767,35.827189,127.1426058,2019-06-28,6450000,전라북도
305-2-000049,서부신시가지 전주대신정문,공영,노외,전라북도 전주시 완산구 농소6길 3-5,전라북도 전주시 완산구 효자동3가 1712-10,22,2,미시행,평일+토요일+공휴일,0:00,0:00,0:00,0:00,0:00,0:00,유료,30,600,15,300,,300,,신용카드,"경차, 장애인, 저공해, 다자녀, 전주시 장기기증 등록증, 전주시 의사상자 증서, 전주시 병역명문가증 60할인, 국가보훈대상자 면제",전라북도 전주시 전주시설관리공단,063-239-2614,35.817173,127.096657,2019-06-28,6450000,전라북도
